Final,Weight
FALSE,2959.16
FALSE,3595.41
FALSE,19112.4
FALSE,0
FALSE,3768.76
FALSE,0
FALSE,0
13083102,7009.68
FALSE,4919.61
FALSE,10752.93
FALSE,6076.74
13089101,12429.5
FALSE,3226.63
FALSE,1770.2
FALSE,3285.41
FALSE,3285.41
FALSE,2875.07
FALSE,3302.62
13093101,17081.93
13094101,16264.56
13095101,3229.91
13095102,3007.73
13095103,2925.54
FALSE,1743.28
FALSE,7296.11
FALSE,6448.43
FALSE,5537.87
FALSE,8800.34
FALSE,4193.65
FALSE,2122.02
FALSE,5521.12
FALSE,5797.7
FALSE,4138.72
13103101,2751.84
13103102,1503.54
13103103,3000.61
FALSE,2162.23
13105101,18325.5
13105102,21440.94
13105103,25322.11
FALSE,0
FALSE,1837.94
FALSE,1061.01
FALSE,1859.17
FALSE,3051.34
13110101,7793.03
FALSE,4687.53
FALSE,5629.68
FALSE,13102.8
13116101,14315.15
13116102,20105.03
13117101,11039.21
FALSE,6272.57
FALSE,15895.46
FALSE,24481.61
FALSE,23623.03
FALSE,30636.13
FALSE,19047.52
FALSE,19900.65
FALSE,30057.6
FALSE,4114.44
FALSE,6104.82
FALSE,5563.93
FALSE,29688.81
FALSE,8970.66
FALSE,3738.46
FALSE,5402.96
FALSE,5471.48
FALSE,4696.77
13123101,9341.84
13123102,8796.62
FALSE,20907.6
FALSE,32999.64
13128101,1866.76
FALSE,1182.51
FALSE,1796.89
FALSE,3313.03
FALSE,3086.11
FALSE,2420.6
FALSE,3678.05
FALSE,4787.99
FALSE,8729.84
FALSE,9887.18
FALSE,3288.63
FALSE,4223.63
FALSE,8281.72
FALSE,8959.91
FALSE,7754.05
13137101,7947.81
13137102,6920.03
FALSE,5400.91
13138101,5083.97
FALSE,23741.74
FALSE,39848.62
FALSE,18434.96
FALSE,18188.7
13146101,5776.24
13146102,5774.49
FALSE,11324.07
FALSE,14965.92
FALSE,12414.91
FALSE,10429.96
FALSE,12425.13
FALSE,11062.06
FALSE,6170.25
FALSE,27828.41
13152101,19030.64
13152102,22257.51
13153101,8511.69
FALSE,18898.79
FALSE,0
FALSE,14776.1
FALSE,15593.91
FALSE,9916.63
13156101,31268.2
13156102,42567.1
FALSE,12223.89
FALSE,0
FALSE,0
FALSE,0
FALSE,14402
FALSE,12565.65
FALSE,11098.09
FALSE,18201.99
13161101,10139.02
FALSE,6834.79
FALSE,7324.6
FALSE,7299.21
FALSE,2506.23
FALSE,15543.14
FALSE,16748
13165101,5849.93
FALSE,5550.01
FALSE,7862.08
FALSE,0
FALSE,7691.75
FALSE,3679.12
FALSE,17026.16
FALSE,18795.08
FALSE,7061.57
FALSE,6777.69
FALSE,6656.11
FALSE,10960.61
FALSE,9988.89
FALSE,2472.7
FALSE,2616.98
FALSE,3072.16
FALSE,3437.88
FALSE,2454.15
FALSE,3792.52
FALSE,2675.6
FALSE,16494.66
FALSE,12454.77
13179103,16900.43
13182101,9654.47
13182102,10450.82
13183101,3841.75
13183102,4410.48
FALSE,7135.61
FALSE,6129.2
13184102,3398.74
13187101,4465.15
13187102,3477.89
FALSE,8642.2
FALSE,20343.16
13189101,18282.1
13189102,15523.71
13193101,28549.72
13193102,31407.02
FALSE,29770.11
13193104,38964.76
FALSE,17330.9
FALSE,20562.15
FALSE,15769.9
FALSE,15901.86
FALSE,32781.45
FALSE,31728.85
FALSE,7335.26
FALSE,10577.4
13200101,15449.21
FALSE,10156.19
FALSE,13775.78
FALSE,3705.57
FALSE,2137.77
FALSE,2979.83
FALSE,3641.81
FALSE,4034.22
FALSE,3288.02
13203101,6254.24
FALSE,4889.72
13204101,15686.28
13204102,18939.13
FALSE,31095.19
13205101,10617.94
13207102,18780.27
13209101,5732.49
FALSE,6219.01
FALSE,5061.24
FALSE,4257.87
FALSE,5413.04
FALSE,5843.99
13213101,2001.48
13213102,1451.23
FALSE,10521.36
FALSE,3769.57
FALSE,4945.92
FALSE,3682.71
FALSE,5296.99
FALSE,3924.82
FALSE,4235.99
13218101,14048.92
FALSE,9753.08
FALSE,2617.29
FALSE,3063.43
FALSE,1904.78
FALSE,1892.84
FALSE,12345.37
FALSE,11182.88
FALSE,8074.19
FALSE,13511.07
FALSE,10425.38
FALSE,5774.68
FALSE,8993.26
FALSE,10642.49
FALSE,2648.82
FALSE,2932.24
FALSE,2700.74
FALSE,2659.98
FALSE,3521.56
FALSE,0
13228101,9646.4
FALSE,8236.83
FALSE,7174.83
FALSE,7174.83
FALSE,16150.01
FALSE,10005.51
13231101,11518.87
FALSE,16066.67
FALSE,8604.07
FALSE,10120.25
FALSE,12203.66
FALSE,0
13233101,7772.14
13233102,6901.69
13234101,53696.82
13235101,7479.82
FALSE,10641.72
FALSE,16048.59
FALSE,3047.93
FALSE,23478.97
13240101,3310.29
13240102,2672.43
FALSE,4187.49
FALSE,3992.07
13241102,4256.2
13243101,15539.22
13243102,13932.98
FALSE,8304.73
FALSE,0
13246101,12624.37
FALSE,19082.55
13249101,6858.06
FALSE,3386.31
FALSE,2593.3
13252101,7101.28
FALSE,4620.69
FALSE,3757.93
FALSE,3887.32
FALSE,3547.52
FALSE,3578.66
FALSE,0
FALSE,432.01
FALSE,588.48
FALSE,1626.71
FALSE,23143.15
13257102,21090.38
FALSE,23805.84
FALSE,32467.27
FALSE,27814.65
13258101,13571.72
13258102,12320.71
FALSE,11678.51
FALSE,14106.96
FALSE,2802.32
FALSE,15192.99
FALSE,8706.24
13261101,3859.78
FALSE,4478.54
FALSE,11467.25
FALSE,3945.01
FALSE,4169.82
FALSE,5648.28
FALSE,5935.08
FALSE,6018.71
FALSE,11340.57
FALSE,10922.32
FALSE,3559.22
FALSE,8742.71
FALSE,4119.08
FALSE,3130.51
FALSE,4182.73
FALSE,3220.33
FALSE,4911.01
13268101,5730.9
FALSE,15175.97
13269102,28460.62
FALSE,10226.47
FALSE,3595.86
FALSE,6757.29
FALSE,9419.45
FALSE,5176.49
FALSE,5570.8
FALSE,8457.69
FALSE,4030.35
FALSE,21378.94
FALSE,14293.67
FALSE,6491.59
FALSE,3285.14
FALSE,1358.41
FALSE,2330.87
FALSE,2008.69
FALSE,1672.59
13280101,2851.55
13280102,3794.63
13280104,2739.05
FALSE,11466.34
FALSE,3748.8
FALSE,3441.69
FALSE,2569.95
FALSE,4340.64
FALSE,2869.52
13285101,8862.34
FALSE,11122.17
13286101,12780.42
FALSE,11925.43
FALSE,2933.06
FALSE,3458.58
FALSE,3125.35
13289101,17614.38
13289102,14736.88
13289103,29456.05
13290101,18718.73
13290102,11644.97
FALSE,4731.04
FALSE,2967.1
13292101,5890.18
FALSE,2731.46
13293101,7037.64
13293102,6980.37
13295101,9561.41
13295102,13594.16
13296101,5538.02
FALSE,5826.71
FALSE,7976.49
FALSE,15817.89
FALSE,4861.31
FALSE,5738.05
FALSE,4780.79
FALSE,4341.92
FALSE,2918.91
FALSE,2179.42
FALSE,1951.86
FALSE,0
FALSE,2450.17
FALSE,3355.45
FALSE,17659.58
13301101,4003.45
13301102,4583.21
FALSE,11499.01
FALSE,5188.56
FALSE,0
FALSE,6867.78
FALSE,5867.39
FALSE,6414.58
FALSE,9567.96
FALSE,10313.03
FALSE,8536.22
FALSE,15520.02
FALSE,0
FALSE,2847.75
FALSE,3633.29
FALSE,5289.75
FALSE,4701.35
FALSE,12765.34
FALSE,4392.09
FALSE,5573.92
FALSE,9836.4
FALSE,21242.15
FALSE,13095.38
FALSE,17153.51
FALSE,18286.49
FALSE,3250.27
FALSE,3911.61
FALSE,2106.55
FALSE,3776.24
FALSE,4059.4
FALSE,3558.09
FALSE,3446.34
FALSE,6428.31
FALSE,5435.29
FALSE,24314.09
FALSE,10846.41
FALSE,16959.41
FALSE,14501.84
FALSE,18879.07
FALSE,0
FALSE,0
FALSE,0
FALSE,4691.67
FALSE,4908.93
FALSE,4026.46
FALSE,8072.17
13318101,2358.1
13319101,13039.76
13320101,3941.4
FALSE,2380.74
FALSE,4803.68
FALSE,2653.88
FALSE,3101.9
FALSE,9467.66
FALSE,11241.17
FALSE,3989.47
FALSE,3987.62
FALSE,5899.56
FALSE,5779.04
FALSE,6486.91
FALSE,13853.94
13328103,0
13329101,5651.95
13329102,5399.11
13332101,16512.47
13332102,12533.27
FALSE,3843.63
FALSE,6708.68
FALSE,4427.37
FALSE,21999.41
FALSE,19618.21
13337101,26557.43
13337102,25053.4
13337103,33545.78
FALSE,24156.81
FALSE,16136.7
FALSE,16408.73
FALSE,18577.01
FALSE,30877.27
13342101,7201.34
13342102,3956.38
13342103,2359.38
FALSE,0
FALSE,0
FALSE,0
FALSE,1380.79
FALSE,2113.8
FALSE,2682.6
FALSE,2090.91
FALSE,10096.16
FALSE,4595.91
FALSE,0
FALSE,0
FALSE,0
FALSE,2774.83
FALSE,3872.26
FALSE,2560.19
FALSE,2560.19
FALSE,2367.97
13348101,4694.85
13348102,4071.39
FALSE,4477.61
FALSE,3622.94
13349101,5430.74
13350101,6247.15
13351101,8960.95
13352101,6113.96
13352102,5773.71
13355101,65497.03
FALSE,65443.78
FALSE,9016.8
FALSE,14866.05
13356103,6581.15
FALSE,10065.14
13359101,2009.6
13359102,2609.13
FALSE,19400.63
FALSE,18915.36
FALSE,18714.34
FALSE,16209.84
FALSE,3267.83
FALSE,7715.98
FALSE,6336.47
FALSE,6598.25
FALSE,8146.32
FALSE,10466.02
FALSE,10328.35
FALSE,7426.01
13368201,3998.56
FALSE,3573.27
FALSE,19071.96
FALSE,21009.49
13371101,16398.61
FALSE,7125.94
FALSE,16842.91
13372102,17846.84
FALSE,19875.91
FALSE,20904.95
FALSE,7852.49
FALSE,6984.75
FALSE,8148.76
FALSE,7346.73
FALSE,5872.5
FALSE,10352.33
FALSE,10359.74
13375101,14981.7
FALSE,12379.54
FALSE,5463.89
FALSE,7604.73
13379101,25189.62
13379102,24232.18
13380101,17735.11
FALSE,14429.68
FALSE,23104.63
FALSE,5635.49
FALSE,2463.23
FALSE,18347.11
FALSE,10601.48
13384101,4243.7
13384102,5050.54
FALSE,6986.14
FALSE,4842
13385101,20085.31
13385102,28019.56
FALSE,2020.48
FALSE,3330.79
FALSE,2214.93
FALSE,29533.59
13389102,31987.13
FALSE,9204.68
FALSE,8800.65
13396101,26345.04
FALSE,26413.79
FALSE,21084.98
FALSE,24041.17
FALSE,57187.93
FALSE,33250.8
FALSE,26376.74
FALSE,24442.09
FALSE,19757.48
FALSE,33079.34
FALSE,8502.88
FALSE,8055.87
FALSE,5742.65
FALSE,5111.73
FALSE,5123.16
13402201,0
FALSE,0
FALSE,0
13403101,14657.46
FALSE,3108.91
FALSE,3405.74
FALSE,4045.6
FALSE,3385.14
13405101,27867.09
FALSE,6422.48
13407101,8732.04
FALSE,16933.83
13407103,10863.32
13410101,11575.44
FALSE,11464.32
FALSE,9722.76
13413101,13512.5
FALSE,13375.26
13413103,29283.39
FALSE,20372.97
FALSE,20963.83
FALSE,36047.09
FALSE,11020.13
FALSE,1949.29
FALSE,1504.92
FALSE,2724.34
FALSE,6238.83
FALSE,4193.29
FALSE,8293.61
FALSE,4058.67
13421101,5714.51
13421102,3886.85
FALSE,6740.76
FALSE,7639.6
FALSE,7222.71
FALSE,7614.39
FALSE,15471.86
13423102,17605.42
13423103,9818.33
FALSE,25692.98
FALSE,26078.04
FALSE,25669.66
FALSE,23118.4
FALSE,9138.82
FALSE,1614.38
FALSE,1610.01
FALSE,4025.66
FALSE,5910.58
FALSE,36264.11
FALSE,31417.31
13428101,11978.9
13429101,13098.05
FALSE,6088.08
FALSE,4318.61
FALSE,4755.26
FALSE,9612.96
FALSE,10770.21
FALSE,8474.26
FALSE,6386.58
FALSE,5623.22
FALSE,6970.44
FALSE,6392.17
FALSE,7932.21
FALSE,9079.17
FALSE,9449.78
FALSE,11783.11
13433101,9324.36
13434101,6208.36
13435101,7605.43
13437101,2166.17
FALSE,2254.9
13438101,14466.25
13440101,3333.53
FALSE,4637.05
FALSE,5137.99
FALSE,3502.55
FALSE,8500.22
FALSE,0
FALSE,12148.76
FALSE,14588.66
FALSE,18848.94
FALSE,9077.21
FALSE,7008.53
FALSE,1289.49
FALSE,1755.68
FALSE,1544.26
FALSE,2492.31
FALSE,2079.72
FALSE,3177.03
FALSE,0
13448102,7657.46
FALSE,9435.14
13450101,3223.71
13450102,4795.85
FALSE,2365.64
FALSE,4458.93
FALSE,3687.51
FALSE,5133.01
13457101,14548.16
13457102,14642.2
FALSE,3722.21
FALSE,3586.26
FALSE,2380.78
FALSE,2380.78
FALSE,2380.78
13461101,7030.76
FALSE,6454.62
FALSE,6454.62
FALSE,5651.13
FALSE,8088.91
FALSE,6885.22
FALSE,6672.46
FALSE,6844.96
FALSE,5386.57
FALSE,3764.62
FALSE,4613.76
FALSE,4936.96
FALSE,5507.24
FALSE,9228.54
FALSE,12734.18
FALSE,13037.28
FALSE,3360.95
FALSE,3268.4
FALSE,2478.2
FALSE,2788.12
FALSE,2346.03
FALSE,4180.01
FALSE,9309.83
FALSE,10442.01
FALSE,13799.02
FALSE,14360.14
13472104,2410.49
FALSE,5655.59
FALSE,10637.08
FALSE,8799.57
FALSE,5053.51
FALSE,6857.77
13484101,5611.38
FALSE,9046.67
FALSE,7605.9
FALSE,9743.43
FALSE,16527.63
FALSE,5814.68
FALSE,4143.82
FALSE,4122.23
FALSE,6280.66
FALSE,3673.17
FALSE,8081.24
FALSE,5767.91
FALSE,5337.89
FALSE,4480.48
FALSE,0
FALSE,5058.96
FALSE,3609.57
FALSE,14723.79
FALSE,14554.89
FALSE,13432.53
FALSE,14766.17
FALSE,13754.07
FALSE,16200.61
13493101,2209.82
FALSE,1124.13
FALSE,4439.12
FALSE,21743.32
FALSE,19570.05
13495101,19614.6
FALSE,14255.48
FALSE,4226.4
13496102,4186.19
FALSE,3563.37
FALSE,2759.25
FALSE,4573.62
FALSE,6475.35
FALSE,5543.5
FALSE,6188.64
FALSE,4813.7
FALSE,5500.74
FALSE,4431.19
FALSE,11225.99
FALSE,8548.56
FALSE,12757.03
FALSE,9981.33
FALSE,8354.24
FALSE,15102.55
FALSE,11129.71
FALSE,12885.65
FALSE,13607.32
13503101,2945.93
13503102,5260.67
FALSE,8963.43
FALSE,7284.18
FALSE,7200.35
FALSE,6583.66
FALSE,7965.98
FALSE,9617.96
FALSE,4965.86
FALSE,3730.53
FALSE,4450.77
FALSE,3165.09
FALSE,22629.36
FALSE,29041.86
FALSE,3819.95
FALSE,2206.96
FALSE,2864.55
13512101,13941.97
13512102,15191.71
FALSE,13206.67
FALSE,9630.52
FALSE,6545.03
FALSE,6173.96
FALSE,7023.66
13515101,8033.81
13515102,9404.42
FALSE,6194.25
13516101,11299.74
13516102,13526.34
13516103,8763.72
13516104,4702.69
13519101,8837.06
13519102,7695.55
FALSE,5352.86
13523101,13788.97
FALSE,12390.14
13524101,9038.93
13525101,16497.63
FALSE,9763.05
FALSE,8767.27
FALSE,8777.28
FALSE,5026.53
FALSE,10823.37
FALSE,5010.65
13533101,9188
FALSE,12720.22
FALSE,20574.83
FALSE,13323.35
FALSE,14093.7
FALSE,17420.41
FALSE,20857.36
FALSE,1299.61
FALSE,1500.32
FALSE,1386.9
FALSE,1597.82
FALSE,1992.93
13539101,14618.56
FALSE,22473.42
FALSE,19574.86
FALSE,3560.95
FALSE,5338.19
FALSE,3706.27
FALSE,8687.2
FALSE,4686.64
FALSE,6910.21
FALSE,10190.54
FALSE,9582.53
FALSE,10365.46
FALSE,7639.64
13551101,3173.37
13554101,5941.27
13554102,6046
FALSE,15583.87
FALSE,10284.89
FALSE,14990.39
13558101,19609.4
FALSE,29103.57
13561101,21103.69
FALSE,24469.94
FALSE,0
FALSE,19783.27
FALSE,4012.09
FALSE,3717.41
FALSE,3631.15
13567101,6872.33
FALSE,11945.13
FALSE,11207.31
FALSE,13833.1
FALSE,10152.41
FALSE,11996.46
FALSE,9554.27
FALSE,8980.37
FALSE,17914.17
13572101,22296.15
13572102,21459.07
FALSE,29400.81
FALSE,11142.74
FALSE,15030.17
FALSE,16582.95
FALSE,0
FALSE,20800.38
13577101,14809.15
13578101,15286.06
FALSE,5989.75
FALSE,6800.43
FALSE,3108.29
FALSE,3310.82
FALSE,3745.25
FALSE,4006.39
FALSE,4309.78
13585101,29511.58
FALSE,21997.15
13585103,0
13587101,11249.91
13588101,13266.21
13588102,14661.43
FALSE,10332.99
FALSE,9737.6
FALSE,18782.8
FALSE,23475.39
13589101,13482.47
13589102,15600.36
FALSE,2966.84
FALSE,3557.29
FALSE,2883.91
FALSE,11722.1
13592102,0
13592103,0
13592104,0
13594101,4071.76
FALSE,10154.86
FALSE,10033.11
FALSE,12021.2
13597101,8593.39
FALSE,5137.27
FALSE,18440.84
FALSE,0
FALSE,25509.89
FALSE,17588.23
13599101,5780.58
FALSE,3161.07
FALSE,2563.22
FALSE,2942.63
13600101,5906.91
13600102,7213.14
FALSE,3373.9
FALSE,1966.49
FALSE,4006.17
13601102,17353.51
13601103,23090.02
FALSE,0
13601201,0
FALSE,7849.27
13606102,9874.08
FALSE,9168.71
FALSE,6475.72
FALSE,6475.72
13607101,3865.4
FALSE,4229.2
FALSE,3550.26
FALSE,2665.25
FALSE,2430.88
FALSE,2568.33
FALSE,5960.31
13611101,14674.11
13611102,6542.98
FALSE,18578.61
FALSE,3546.49
13613101,3637.15
13614101,17247.3
13614102,12324.65
FALSE,16921.67
FALSE,23747.03
FALSE,22129.42
13617101,5166.83
FALSE,4479.5
FALSE,2655.97
FALSE,2608.99
FALSE,9183.44
FALSE,3682.82
FALSE,7975.07
FALSE,4798.22
FALSE,0
FALSE,4261.76
FALSE,5222.52
FALSE,19368.77
FALSE,7669.04
FALSE,6539.46
FALSE,14693.52
FALSE,8844.53
FALSE,9601.68
FALSE,9586.57
FALSE,11880.83
FALSE,8696.43
FALSE,8288.33
FALSE,9654.76
FALSE,9715.7
13629101,3957.73
FALSE,5361.8
FALSE,4220.03
FALSE,5960.55
FALSE,9182.01
FALSE,4576.58
FALSE,5571.13
FALSE,4870.65
FALSE,3889.49
FALSE,4073.18
FALSE,2520.73
FALSE,0
FALSE,16527.28
13631102,18521.01
FALSE,14026.85
FALSE,3123.69
FALSE,1911.76
FALSE,2231.22
FALSE,2564.94
FALSE,2955.02
FALSE,2842.53
FALSE,3386.08
FALSE,7416.87
FALSE,9950.86
FALSE,10757.68
FALSE,9085.8
FALSE,9109.46
FALSE,9109.46
FALSE,10598.66
FALSE,9889.93
FALSE,7231.31
FALSE,5641.53
FALSE,8978.99
13637101,8322.34
13638101,26188.96
13638102,22395.33
13638103,32724.53
FALSE,2678.49
FALSE,2701.22
FALSE,1297.76
FALSE,2071.98
FALSE,6768.41
FALSE,2008.37
FALSE,2427.55
FALSE,2832.51
FALSE,2832.51
FALSE,5765.72
FALSE,5142.38
FALSE,6024.57
FALSE,10052.96
FALSE,7898.24
FALSE,6287.43
FALSE,6317.92
13647108,11323.65
13647109,6268.18
13648101,7169.02
13648102,5712.24
13649101,19346.37
13649102,17669.89
FALSE,21658.58
FALSE,17100.84
FALSE,15622.35
FALSE,10947.64
FALSE,6617.34
FALSE,12929.31
13650201,0
FALSE,0
FALSE,0
FALSE,0
FALSE,5166.69
FALSE,1499.11
FALSE,2527.78
FALSE,3848.96
FALSE,3680.3
13652101,18759.08
FALSE,0
13653101,2585.9
FALSE,3838.82
13653103,1583.17
FALSE,7098.98
FALSE,12229.45
FALSE,6220.9
FALSE,11426.55
FALSE,4484.08
FALSE,5294.21
13659101,9587.81
13659102,10655.05
FALSE,7629.1
13659104,8962.43
FALSE,6222.39
FALSE,6046.76
FALSE,3334.86
FALSE,3436.78
FALSE,4469.18
FALSE,5149.94
FALSE,2752.32
FALSE,4834.28
FALSE,2395.8
FALSE,2292.49
FALSE,4904.46
FALSE,4592.44
FALSE,12005.43
FALSE,11919.07
FALSE,2727.66
FALSE,3658
13669101,3604.5
13669102,4363.19
FALSE,11387.11
13673101,3539.19
13673102,2814.14
FALSE,3297.62
FALSE,2913.52
FALSE,4493.34
FALSE,4493.34
FALSE,3809.09
13674101,23273.98
13674102,16320.98
FALSE,19148.61
FALSE,14792.87
FALSE,23055.59
13678102,20064.5
FALSE,19874.56
FALSE,22757.21
FALSE,21512.37
FALSE,17786.65
FALSE,3796.15
FALSE,2808.81
FALSE,4093.78
FALSE,3701.09
13682101,7435.18
13682102,5662.83
FALSE,9281.92
FALSE,13374.18
13684101,6078.83
13684102,4676.57
13684103,8834.56
FALSE,4237.79
13687101,6951.43
FALSE,9765.35
13690101,19296.84
FALSE,22751.52
FALSE,20688.19
FALSE,10051.45
FALSE,4760.18
FALSE,7623.1
13694101,16774.39
13694102,16616.61
FALSE,8843.61
FALSE,0
FALSE,0
FALSE,3358.1
FALSE,3825.91
FALSE,3865.84
FALSE,3041.49
FALSE,5017.36
FALSE,3173.31
FALSE,1744.07
FALSE,2435.12
FALSE,2316.29
FALSE,4192.72
FALSE,2577.16
FALSE,3331.61
FALSE,1840.65
FALSE,4687.48
FALSE,2325.82
FALSE,0
FALSE,10614.94
FALSE,8706.84
FALSE,16543.63
FALSE,16737.97
FALSE,16760
FALSE,10185.06
FALSE,7759.93
FALSE,7588.49
FALSE,7111.43
FALSE,1102.91
FALSE,1337.43
FALSE,14077.83
FALSE,0
FALSE,9937.14
FALSE,9666.17
FALSE,10830.47
13712101,4002.96
13712102,4536.14
FALSE,8777.85
FALSE,3374.18
FALSE,21029.18
FALSE,15879.14
FALSE,7751.05
FALSE,9210.63
FALSE,5902.67
FALSE,0
FALSE,0
FALSE,6920.39
FALSE,2529.72
FALSE,4207.82
FALSE,2620.1
FALSE,5434.37
FALSE,14025.23
FALSE,15357.91
FALSE,10572.61
13720102,10452.2
FALSE,12634.06
FALSE,17742.2
13722101,2979.34
FALSE,2212.42
FALSE,2695.61
FALSE,2414.84
FALSE,2789.34
13723101,20786.53
FALSE,18985.25
FALSE,14671.44
13724101,3062.91
FALSE,3237.36
13726101,16865.28
13726102,12295.45
FALSE,15004.21
FALSE,13423.17
FALSE,28304.94
FALSE,27219.61
FALSE,34633.83
FALSE,30065.76
13729101,9138.81
FALSE,12163.58
FALSE,11900.32
FALSE,14525.38
FALSE,11177.53
FALSE,13699.39
FALSE,8788.02
FALSE,5316.52
FALSE,7006.23
FALSE,4281
FALSE,4084.85
FALSE,0
FALSE,0
FALSE,6861.56
FALSE,5304.62
FALSE,7737.7
FALSE,6997.63
FALSE,2934.32
13734102,4709.77
FALSE,3182.78
FALSE,4695.32
FALSE,0
13734201,7849.26
FALSE,5984.9
FALSE,23271.95
FALSE,26618.69
FALSE,15571.75
FALSE,13452.04
FALSE,10976.67
FALSE,12982.41
FALSE,9556.48
FALSE,5413.67
FALSE,8392.18
13740101,6342.4
FALSE,5299.47
FALSE,8140.26
FALSE,5741.81
FALSE,3482.83
FALSE,4359.38
FALSE,3426.24
FALSE,3426.24
FALSE,3426.24
13744101,2903.63
13744102,3293.37
FALSE,2713.97
FALSE,2664.3
FALSE,2879.4
FALSE,3455.73
FALSE,42072.06
FALSE,0
FALSE,5449.7
FALSE,5314.61
13749101,4189.03
FALSE,5192.19
13752101,26853.71
13752102,21067.61
13754101,3928.71
FALSE,7988.09
FALSE,2821.85
FALSE,1988.91
FALSE,2773.4
FALSE,3166.54
FALSE,2607.54
FALSE,2796.63
FALSE,3414
FALSE,4534.91
FALSE,5898.39
FALSE,0
FALSE,10288.15
FALSE,5855.2
FALSE,6159.74
FALSE,11830.58
13760101,6380.88
FALSE,4217.35
FALSE,9779.75
FALSE,12400.4
FALSE,6781.69
FALSE,9825.81
FALSE,9598.31
FALSE,8379.64
FALSE,8286.97
FALSE,4980.7
13770101,16163.83
FALSE,15983.89
FALSE,14010.19
FALSE,12721.57
FALSE,9665.32
FALSE,12600.93
FALSE,11885.46
FALSE,9147.7
FALSE,7856.06
FALSE,5182.67
FALSE,7418.09
FALSE,2694.67
FALSE,1933.51
FALSE,3350.19
FALSE,2907.94
FALSE,17302.85
13777101,17312.14
13777102,22648.74
FALSE,3749.82
FALSE,2985.58
FALSE,3721.32
FALSE,4556.52
FALSE,7407.47
FALSE,4924.93
13785101,19392.79
13785102,16677.65
FALSE,16683.12
FALSE,10105.03
FALSE,8984.12
FALSE,9094.41
FALSE,7448.46
FALSE,11640.51
FALSE,11636.56
FALSE,15629.97
FALSE,5037.89
13790101,6570.64
13790102,12509.06
FALSE,12613.66
FALSE,14754.29
FALSE,7601.7
FALSE,19335.1
FALSE,18525.13
FALSE,13878.65
FALSE,16774.9
13797101,7999.1
13797102,3468.37
FALSE,7612.2
FALSE,7816.6
FALSE,3101.01
FALSE,3024.17
FALSE,3559.32
FALSE,1228.47
13801101,2978.17
FALSE,2812.98
FALSE,3293.61
FALSE,2775.9
FALSE,4662.45
FALSE,2324.2
FALSE,3321.43
FALSE,2415.29
FALSE,8758.41
FALSE,10037.5
FALSE,17733.14
FALSE,16203.93
FALSE,7895.42
FALSE,12319.43
FALSE,27079.71
FALSE,13279.91
FALSE,11967.67
13814101,12781.46
13814102,10659.32
FALSE,8629.2
FALSE,9836.77
FALSE,12936.41
13815101,18820.99
13815102,26669.93
FALSE,3057.31
FALSE,3481.88
FALSE,1384.58
FALSE,6018.56
FALSE,9715.95
FALSE,6238.34
13822101,22866.54
13822102,18939.15
FALSE,24654.05
FALSE,19861.87
FALSE,4177.44
FALSE,3284.46
FALSE,2267.63
FALSE,5480.1
FALSE,9128.17
FALSE,23741.6
FALSE,21191.83
13828101,2903.61
13828102,3244.29
FALSE,6407.57
FALSE,5366.97
FALSE,0
FALSE,10008.53
FALSE,16276.69
13830101,24469.01
13831101,6650.6
FALSE,6615.8
13835102,2982.18
FALSE,1735.19
FALSE,2425.95
FALSE,2660.63
FALSE,2411.51
13838101,14111.47
FALSE,10133.77
13838103,6188.22
FALSE,8624.43
FALSE,9160.68
FALSE,12272.72
13841101,20244.02
13842101,11525.9
FALSE,6830.48
13844101,7834.64
13844102,9420.12
FALSE,6236.1
FALSE,2524.61
FALSE,2257.84
FALSE,2113.04
13848101,7541.26
FALSE,8339.01
FALSE,7047.82
FALSE,7155.62
FALSE,6926.67
13850101,20757.11
13851101,18606.22
13851102,16124.11
13851103,12766.03
13857101,2431.68
FALSE,6000.56
FALSE,3634.15
FALSE,16668.36
FALSE,16436.28
FALSE,22272.11
FALSE,24975.2
FALSE,26553.18
13860101,9212.45
FALSE,3468.1
FALSE,1102.32
FALSE,2844.85
FALSE,2282.32
FALSE,3085.22
FALSE,8447.15
FALSE,8954.86
FALSE,9080.28
FALSE,7139.54
FALSE,2360.06
FALSE,3328.53
13865101,21945.69
13865102,17447.18
FALSE,3140.57
FALSE,23301.7
FALSE,19921.41
FALSE,21417.07
FALSE,3745.47
FALSE,4160.72
FALSE,5412.55
FALSE,6843.13
FALSE,0
13879101,17468.75
13879102,21040.97
FALSE,16263.96
FALSE,10392.16
FALSE,8053.47
13881101,3683.96
FALSE,4542.63
FALSE,5256.17
FALSE,0
FALSE,0
13882101,3389.65
FALSE,18395.16
13883102,17728.63
FALSE,13815.31
FALSE,12278.51
FALSE,6039.22
FALSE,0
13885101,10675.28
13885102,11639.74
FALSE,20583.66
FALSE,18271.35
FALSE,15258.3
13892102,16503.77
13893101,17456.71
13893102,16379.93
FALSE,7981.98
FALSE,8015.31
13894103,5753.56
FALSE,7482.06
FALSE,9743.61
FALSE,15023.72
13896101,5470.84
FALSE,11778.88
13898102,19126.49
FALSE,8023.72
FALSE,35355.93
FALSE,29431.95
FALSE,10703.09
FALSE,8573.92
FALSE,8711.21
FALSE,13914.92
FALSE,3457.46
FALSE,8450.32
FALSE,9784.48
FALSE,9837.05
FALSE,5785.75
FALSE,1550.14
FALSE,858.07
FALSE,2668.57
